Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
1,12.248,0.2352941176470588,0.75,0.41799333580155507,0.36634050880626234,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.625,0.375,0.5714285714285714,0.75,0.8571428571428571,0.6666666666666665,0.5,0.03676470588235294,0.09836065573770493,0.2,0.2857142857142857,0.8571428571428571,0.8666666666666667,0.5,0.1225,0.6666666666666666,0.75,1.0,0.75,0.75,0.25,1.0,0.12508858965272857,0.8333333333333333,0.0,0.06421232876712328,0.14009819967266776,1.0,1.0,1.0,1.0,0.3560348089292469,0.4135593220338983,0.0,0.5776441457375308,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,0.0,0.2,0.8333333333333333,0.04672897196261682,0.6666666666666666,0.5,0.38645980253878703,0.6000000000000001,1.0,1.0,0.0,0.11151736745886655,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.09090909090909091,0.5,0.5,0.8,0.0,0.0,0.0
2,12.109,0.0,0.75,0.49500185116623463,0.3913894324853229,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.8333333333333333,0.125,0.5714285714285714,0.75,0.5714285714285714,0.5555555555555556,0.875,0.22794117647058823,0.5245901639344263,0.2,0.2857142857142857,0.42857142857142855,0.4,0.25,0.0,0.3333333333333333,0.75,0.4,0.75,0.75,1.0,0.6666666666666666,0.1732813607370659,0.8333333333333333,0.0,0.12157534246575341,0.2065466448445172,1.0,1.0,1.0,1.0,0.5028376844494891,0.0,0.0,0.4701096568800849,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.8333333333333333,0.2897196261682243,0.6666666666666666,0.5,0.3244005641748942,0.6000000000000001,1.0,1.0,0.34772462077012833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.36363636363636365,0.25,0.5,0.8,0.0,0.0,0.0
3,12.317,0.2352941176470588,0.75,0.4350240651610515,0.4223091976516633,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.625,0.375,0.5714285714285714,0.75,0.8571428571428571,0.6666666666666665,0.5,0.051470588235294115,0.11475409836065574,0.2,0.2857142857142857,0.8571428571428571,0.8666666666666667,0.5,0.10125,0.6666666666666666,0.75,1.0,0.75,0.75,0.5,1.0,0.08610914245216159,0.8333333333333333,0.0,0.1857876712328767,0.15057283142389527,1.0,1.0,1.0,1.0,0.3832765796443436,0.41937046004842615,0.0,0.5932083480721615,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.8333333333333333,0.06542056074766354,0.6666666666666666,0.5,0.4287729196050776,0.6000000000000001,1.0,1.0,0.0,0.07678244972577697,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.7272727272727273,0.5,0.5,0.8,0.0,0.0,0.0
4,11.849,0.2941176470588235,0.75,0.38837467604590903,0.3902152641878669,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.7083333333333333,0.375,0.5714285714285714,0.75,0.8571428571428571,0.6666666666666665,0.5,0.6691176470588235,0.6065573770491803,0.2,0.2857142857142857,0.2857142857142857,0.4666666666666667,0.25,0.0,0.3333333333333333,0.75,0.2,0.5,1.0,0.25,0.6666666666666666,0.03827072997873848,0.8333333333333333,0.0,0.23116438356164382,0.12373158756137481,1.0,0.75,1.0,1.0,0.3999243284146803,0.36610169491525424,0.0,0.5790590732224974,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.8,0.3333333333333333,0.07476635514018691,0.3333333333333333,0.75,0.4527503526093089,0.6000000000000001,1.0,1.0,0.0,0.06398537477148081,0.4927536231884058,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.09090909090909091,0.0,0.5,0.2,0.0,0.0,0.0
5,12.429,0.2352941176470588,0.75,0.5131432802665681,0.46868884540117417,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,1.0,0.375,0.5714285714285714,0.75,0.8571428571428571,0.7777777777777777,0.5,0.058823529411764705,0.14754098360655737,0.2,0.2857142857142857,0.8571428571428571,0.8666666666666667,0.5,0.21875,0.6666666666666666,0.75,1.0,0.75,0.75,0.75,1.0,0.11605244507441531,0.8333333333333333,0.0,0.20976027397260272,0.18739770867430444,1.0,1.0,1.0,1.0,0.4661369655694285,0.5099273607748184,0.0,0.6664308454191721,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.6000000000000001,0.8333333333333333,0.07476635514018691,0.6666666666666666,0.75,0.5895627644569816,0.6000000000000001,1.0,1.0,0.22403733955659275,0.15356489945155394,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.9999999999999999,0.5,0.5,0.8,0.0,0.0,0.0
6,11.871,0.17647058823529413,0.75,0.5175860792299147,0.4667318982387476,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.4583333333333333,0.375,0.5714285714285714,0.75,0.2857142857142857,0.4444444444444445,0.5,0.11764705882352941,0.2459016393442623,0.2,0.2857142857142857,0.8571428571428571,0.8666666666666667,0.25,0.0,0.3333333333333333,0.75,0.8,0.75,0.75,0.25,1.0,0.12969525159461376,0.8333333333333333,0.0,0.0273972602739726,0.13027823240589198,1.0,1.0,1.0,1.0,0.3287930382141502,0.27409200968523,0.0,0.4973470109656879,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.2,0.8333333333333333,0.14953271028037382,0.3333333333333333,0.5,0.3385049365303244,0.6000000000000001,1.0,1.0,0.04667444574095682,0.054844606946983544,0.0,0.6299212598425197,0.0,0.0,0.0,0.5,0.25,0.04516129032258065,0.8181818181818182,0.75,0.5,0.8,0.0,0.0,0.0
7,12.635,0.0,0.75,0.47093669011477246,0.4009784735812132,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.7916666666666666,0.375,0.5714285714285714,0.75,0.5714285714285714,0.7777777777777777,0.5,0.022058823529411763,0.04918032786885246,0.2,0.2857142857142857,0.8571428571428571,0.8666666666666667,1.0,0.11625,0.6666666666666666,0.75,1.0,1.0,0.75,0.75,1.0,0.24255846917080087,0.8333333333333333,0.0,0.13570205479452055,0.27594108019639935,1.0,1.0,1.0,1.0,0.614453272796065,0.0,0.0,0.5744605588963565,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.8,0.8333333333333333,0.02803738317757009,0.6666666666666666,0.5,0.4485190409026798,0.6000000000000001,1.0,1.0,0.2975495915985997,0.10420475319926874,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.6363636363636364,0.25,0.5,0.8,0.0,0.0,0.0
8,12.206,0.2352941176470588,0.75,0.44020733061828965,0.4066536203522504,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.5416666666666666,0.875,0.5714285714285714,0.75,0.8571428571428571,0.6666666666666665,0.625,0.2647058823529412,0.6065573770491803,0.2,0.2857142857142857,0.5714285714285714,0.6,1.0,0.15,0.3333333333333333,0.75,0.4,0.75,0.75,0.5,0.6666666666666666,0.15219702338766833,0.16666666666666666,0.021709633649932156,0.09246575342465753,0.1811783960720131,1.0,1.0,1.0,1.0,0.45327279606507753,0.47602905569007264,0.0,0.6487442518570923,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.6666666666666666,0.6000000000000001,0.8333333333333333,0.3364485981308411,0.6666666666666666,0.5,0.3413258110014104,0.6000000000000001,1.0,1.0,0.2742123687281213,0.37294332723948814,0.41304347826086957,0.0,0.0,0.0,0.0,1.0,0.25,0.022580645161290325,0.9090909090909091,0.75,0.5,0.8,1.0,0.0,0.0
9,11.775,0.17647058823529413,0.25,0.3283968900407257,0.3031311154598826,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.16666666666666666,0.0,0.5714285714285714,0.75,0.2857142857142857,0.6666666666666665,0.5,0.5661764705882353,0.9672131147540984,0.2,0.2857142857142857,0.7142857142857142,0.4666666666666667,0.25,0.0,0.3333333333333333,0.75,0.2,0.5,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.40753424657534243,0.155810147299509,1.0,0.75,1.0,0.5,0.42338251986379083,0.3641646489104116,0.0,0.5907322249734701,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,0.3333333333333333,0.5,0.8333333333333333,0.6666666666666666,0.6000000000000001,0.3333333333333333,0.719626168224299,0.3333333333333333,0.5,0.3300423131170663,0.4,1.0,1.0,0.10501750291715285,0.0,0.3713768115942029,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.2727272727272727,0.5,0.5,0.2,0.0,0.0,0.0
10,11.678,1.0,0.75,0.32099222510181424,0.3409001956947164,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.125,0.0,0.14285714285714285,0.0,0.0,0.4444444444444445,0.625,0.5073529411764706,0.9672131147540984,0.2,0.2857142857142857,0.42857142857142855,0.4,0.25,0.0,0.3333333333333333,0.75,0.2,0.5,0.75,0.25,1.0,0.15077958894401133,0.8333333333333333,0.0,0.059931506849315065,0.16219312602291328,1.0,1.0,1.0,1.0,0.44305713204691655,0.0,0.0,0.4142200212239122,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.6666666666666666,0.3333333333333333,0.24999999999999997,1.0,0.6666666666666666,0.6000000000000001,0.8333333333333333,0.6448598130841121,0.6666666666666666,0.25,0.14456981664315938,1.0,1.0,1.0,0.0,0.007312614259597806,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.8,0.0,0.0,0.0
